client,clientVersion,chainId,mode,trialId,rpc,outDir,warmupBlocks,saturationBlocks,attackBlocks,recoveryBlocks,drainBlocks,normalRatePerBlock,attackRatePerBlock,attackSenderActivation,normalSubmitted,normalAccepted,normalErrored,normalIncluded,normalSuccessfulReceipts,normalFailedReceipts,normalInclusionRate,attackSubmitted,attackAccepted,attackErrored,attackIncluded,attackSuccessfulReceipts,attackFailedReceipts,attackSuccessfulSenders,attackSuccessfulReceiptsPerSender,attackInclusionRate,normalPendingFinal,normalQueuedFinal,normalDroppedFinal,attackPendingFinal,attackQueuedFinal,attackDroppedFinal,txpoolPendingFinal,txpoolQueuedFinal,normalGasUsedOnChain,normalCostWei,normalCostEth,attackGasUsedOnChain,attackCostWei,attackCostEth,priceUnitWei,normalGasPriceMode,normalFeeHistory,normalFeeField,normalFeeJitter,normalFeeMultiplier,normalFeeSamplingStrategy,normalFeeFloorWei,normalFeeCapWei,normalGasPriceMinWei,normalGasPriceMedianWei,normalGasPriceAvgWei,normalGasPriceMaxWei,receiptScope,normalGas,attackGas,normalCalldataBytes,attackCalldataPaddingBytes,attackFirstCalldataPaddingBytes,normalSenders,attackSenders,txpoolClassification
besu,besu/v26.6.1/linux-x86_64/openjdk-java-25,13371353,baseline,realistic_fee_calibration_fee_aligned_baseline_trial01,http://127.0.0.1:32780,/home/wh/ETH/pos-exp/go-ethereum-pos/devtools/mpfuzz_style_exp5_pos/scale_runs/besu_baseline_phased_realistic_fee_calibration_fee_aligned_baseline_trial01_20260908_145410,2,4,4,4,10,800,0,,11200,11200,0,11200,0,0,0.000000,0,0,0,0,0,0,0,{},,,,,,,,0,0,0,0,0,0,0,0,571428571428,sampled,/home/wh/ETH/pos-exp/go-ethereum-pos/devtools/mpfuzz_style_exp5_pos/fee_data/mainnet_latest_15000_20260908_133248/fee_history.csv,effectiveP50Gwei,0.25,11.275044,sender-monotonic,2000000000,20000000000,2000000000,18879176486,15716586463,20000000000,none,150000,500000,8192,0,,100,0,none
