blockNumber,baseFeeWei,baseFeeGwei,gasUsedRatio,rewardP10Wei,rewardP10Gwei,effectiveP10Wei,effectiveP10Gwei,rewardP25Wei,rewardP25Gwei,effectiveP25Wei,effectiveP25Gwei,rewardP50Wei,rewardP50Gwei,effectiveP50Wei,effectiveP50Gwei,rewardP75Wei,rewardP75Gwei,effectiveP75Wei,effectiveP75Gwei,rewardP90Wei,rewardP90Gwei,effectiveP90Wei,effectiveP90Gwei
25926903,111239422,0.111239422,0.5350174666666667,133333,0.000133333,111372755,0.111372755,1000000,0.001,112239422,0.112239422,50000001,0.050000001,161239423,0.161239423,200000000,0.2,311239422,0.311239422,2000000000,2.0,2111239422,2.111239422
25926904,112213252,0.112213252,0.6615261833333334,146666,0.000146666,112359918,0.112359918,35000000,0.035,147213252,0.147213252,500000000,0.5,612213252,0.612213252,2000000000,2.0,2112213252,2.112213252,2000000000,2.0,2112213252,2.112213252
25926905,116744596,0.116744596,0.3646596833333333,12679587,0.012679587,129424183,0.129424183,57421578,0.057421578,174166174,0.174166174,342432104,0.342432104,459176700,0.4591767,600000000,0.6,716744596,0.716744596,2000000000,2.0,2116744596,2.116744596
25926906,112794534,0.112794534,0.6366648666666667,0,0.0,112794534,0.112794534,153332,0.000153332,112947866,0.112947866,10446987,0.010446987,123241521,0.123241521,142239922,0.142239922,255034456,0.255034456,1000000000,1.0,1112794534,1.112794534
25926907,116648296,0.116648296,0.637143658687497,133000,0.000133,116781296,0.116781296,1000000,0.001,117648296,0.117648296,2138438,0.002138438,118786734,0.118786734,180001183,0.180001183,296649479,0.296649479,1000000000,1.0,1116648296,1.116648296
25926908,120647689,0.120647689,0.43995410128972956,0,0.0,120647689,0.120647689,400000,0.0004,121047689,0.121047689,50000000,0.05,170647689,0.170647689,562500000,0.5625,683147689,0.683147689,2000000000,2.0,2120647689,2.120647689
25926909,118836590,0.11883659,0.42815661666666666,133333,0.000133333,118969923,0.118969923,10000000,0.01,128836590,0.12883659,150000000,0.15,268836590,0.26883659,881163410,0.88116341,1000000000,1.0,1889000000,1.889,2007836590,2.00783659
25926910,116702185,0.116702185,0.08809758333333334,17110272,0.017110272,133812457,0.133812457,60000001,0.060000001,176702186,0.176702186,200248886,0.200248886,316951071,0.316951071,500000000,0.5,616702185,0.616702185,1883297815,1.883297815,2000000000,2.0
25926911,104684707,0.104684707,0.5726327666666666,133000,0.000133,104817707,0.104817707,8109827,0.008109827,112794534,0.112794534,200000000,0.2,304684707,0.304684707,677522764,0.677522764,782207471,0.782207471,2000000000,2.0,2104684707,2.104684707
25926912,106585591,0.106585591,0.4004825345444004,640327,0.000640327,107225918,0.107225918,29504528,0.029504528,136090119,0.136090119,142372340,0.14237234,248957931,0.248957931,586200000,0.5862,692785591,0.692785591,2000000000,2.0,2106585591,2.106585591
25926913,103933810,0.10393381,0.6113833308141643,124443,0.000124443,104058253,0.104058253,213331,0.000213331,104147141,0.104147141,24128500,0.0241285,128062310,0.12806231,500000000,0.5,603933810,0.60393381,2000000000,2.0,2103933810,2.10393381
25926914,106827933,0.106827933,0.18007213333333333,266000,0.000266,107093933,0.107093933,10446987,0.010446987,117274920,0.11727492,100000000,0.1,206827933,0.206827933,597105877,0.597105877,703933810,0.70393381,1000000000,1.0,1106827933,1.106827933
25926915,98283625,0.098283625,0.6852903666666667,133000,0.000133,98416625,0.098416625,1000000,0.001,99283625,0.099283625,56809713,0.056809713,155093338,0.155093338,531250000,0.53125,629533625,0.629533625,1500000000,1.5,1598283625,1.598283625
25926916,102836377,0.102836377,0.4192695166666667,10000000,0.01,112836377,0.112836377,31398557,0.031398557,134234934,0.134234934,100000000,0.1,202836377,0.202836377,586200000,0.5862,689036377,0.689036377,1954000000,1.954,2056836377,2.056836377
25926917,100760870,0.10076087,0.0998102,10917457,0.010917457,111678327,0.111678327,12505444,0.012505444,113266314,0.113266314,89747819,0.089747819,190508689,0.190508689,500000000,0.5,600760870,0.60076087,1000000000,1.0,1100760870,1.10076087
25926918,90680002,0.090680002,0.7116000511699692,133000,0.000133,90813002,0.090813002,213331,0.000213331,90893333,0.090893333,35000000,0.035,125680002,0.125680002,348722600,0.3487226,439402602,0.439402602,2000000000,2.0,2090680002,2.090680002
25926919,95476975,0.095476975,0.6907649228933435,177333,0.000177333,95654308,0.095654308,4271027,0.004271027,99748002,0.099748002,15960000,0.01596,111436975,0.111436975,305416895,0.305416895,400893870,0.40089387,1013339027,1.013339027,1108816002,1.108816002
25926920,100030389,0.100030389,0.4921832,0,0.0,100030389,0.100030389,213331,0.000213331,100243720,0.10024372,24969611,0.024969611,125000000,0.125,200000000,0.2,300030389,0.300030389,1000000000,1.0,1100030389,1.100030389
25926921,99834910,0.09983491,0.5751142333333333,0,0.0,99834910,0.09983491,1966998,0.001966998,101801908,0.101801908,56809713,0.056809713,156644623,0.156644623,215243559,0.215243559,315078469,0.315078469,1393467805,1.393467805,1493302715,1.493302715
25926922,101709665,0.101709665,0.60075105,133000,0.000133,101842665,0.101842665,133000,0.000133,101842665,0.101842665,23250223,0.023250223,124959888,0.124959888,165000000,0.165,266709665,0.266709665,1326957001,1.326957001,1428666666,1.428666666
25926923,104271503,0.104271503,0.46768651666666666,133000,0.000133,104404503,0.104404503,177333,0.000177333,104448836,0.104448836,44497429,0.044497429,148768932,0.148768932,150000000,0.15,254271503,0.254271503,1000000000,1.0,1104271503,1.104271503
25926924,103429160,0.10342916,0.18016857395141603,213331,0.000213331,103642491,0.103642491,10342916,0.010342916,113772076,0.113772076,50000001,0.050000001,153429161,0.153429161,410475211,0.410475211,513904371,0.513904371,1900000000,1.9,2003429160,2.00342916
25926925,95159187,0.095159187,0.3227641232925838,133000,0.000133,95292187,0.095292187,1000000,0.001,96159187,0.096159187,48003276,0.048003276,143162463,0.143162463,1000000000,1.0,1095159187,1.095159187,2000000000,2.0,2095159187,2.095159187
25926926,90942782,0.090942782,0.95223045,133000,0.000133,91075782,0.091075782,177333,0.000177333,91120115,0.091120115,15960000,0.01596,106902782,0.106902782,100000000,0.1,190942782,0.190942782,1000000000,1.0,1090942782,1.090942782
25926927,101224555,0.101224555,0.5848907833333333,133000,0.000133,101357555,0.101357555,1000000,0.001,102224555,0.102224555,40953142,0.040953142,142177697,0.142177697,97966867,0.097966867,199191422,0.199191422,1000000000,1.0,1101224555,1.101224555
25926928,103372812,0.103372812,0.3324016,10337281,0.010337281,113710093,0.113710093,37317355,0.037317355,140690167,0.140690167,150000000,0.15,253372812,0.253372812,512664422,0.512664422,616037234,0.616037234,1896627188,1.896627188,2000000000,2.0
25926929,99041533,0.099041533,0.4586849333333333,133000,0.000133,99174533,0.099174533,221666,0.000221666,99263199,0.099263199,43152538,0.043152538,142194071,0.142194071,500000000,0.5,599041533,0.599041533,2000000000,2.0,2099041533,2.099041533
25926930,98018557,0.098018557,0.42226655,133000,0.000133,98151557,0.098151557,177333,0.000177333,98195890,0.09819589,15960000,0.01596,113978557,0.113978557,200000000,0.2,298018557,0.298018557,1020831282,1.020831282,1118849839,1.118849839
25926931,96113727,0.096113727,0.17614566666666667,15960000,0.01596,112073727,0.112073727,55000000,0.055,151113727,0.151113727,713398323,0.713398323,809512050,0.80951205,2000000000,2.0,2096113727,2.096113727,2000000000,2.0,2096113727,2.096113727
25926932,88332016,0.088332016,0.5195312,150000,0.00015,88482016,0.088482016,3115532,0.003115532,91447548,0.091447548,42052840,0.04205284,130384856,0.130384856,282126258,0.282126258,370458274,0.370458274,1326957001,1.326957001,1415289017,1.415289017
25926933,88763323,0.088763323,0.4797638,133000,0.000133,88896323,0.088896323,1000000,0.001,89763323,0.089763323,45641180,0.04564118,134404503,0.134404503,500000000,0.5,588763323,0.588763323,2000000000,2.0,2088763323,2.088763323
25926934,88314265,0.088314265,0.5247197666666666,0,0.0,88314265,0.088314265,1000000,0.001,89314265,0.089314265,55000000,0.055,143314265,0.143314265,600000000,0.6,688314265,0.688314265,2000000000,2.0,2088314265,2.088314265
25926935,88860042,0.088860042,0.5865322833333333,177333,0.000177333,89037375,0.089037375,1000000,0.001,89860042,0.089860042,11551805,0.011551805,100411847,0.100411847,126529509,0.126529509,215389551,0.215389551,1027714787,1.027714787,1116574829,1.116574829
25926936,90782357,0.090782357,0.39768615,177333,0.000177333,90959690,0.09095969,1000000,0.001,91782357,0.091782357,15960000,0.01596,106742357,0.106742357,100000000,0.1,190782357,0.190782357,1000000000,1.0,1090782357,1.090782357
25926937,88460284,0.088460284,0.6009590666666667,152950,0.00015295,88613234,0.088613234,1000000,0.001,89460284,0.089460284,42602689,0.042602689,131062973,0.131062973,150000000,0.15,238460284,0.238460284,1000000000,1.0,1088460284,1.088460284
25926938,90693000,0.090693,0.5441209,460339,0.000460339,91153339,0.091153339,4534650,0.00453465,95227650,0.09522765,18405428,0.018405428,109098428,0.109098428,129026168,0.129026168,219719168,0.219719168,1000000000,1.0,1090693000,1.090693
25926939,91693364,0.091693364,0.14951136666666667,133000,0.000133,91826364,0.091826364,266000,0.000266,91959364,0.091959364,17297836,0.017297836,108991200,0.1089912,422211007,0.422211007,513904371,0.513904371,1912000000,1.912,2003693364,2.003693364
25926940,83658994,0.083658994,0.17308068333333335,700000,0.0007,84358994,0.084358994,5801290,0.00580129,89460284,0.089460284,34699961,0.034699961,118358955,0.118358955,464996048,0.464996048,548655042,0.548655042,1337007672,1.337007672,1420666666,1.420666666
25926941,76821559,0.076821559,0.9997109,120000,0.00012,76941559,0.076941559,942125,0.000942125,77763684,0.077763684,25923137,0.025923137,102744696,0.102744696,129442734,0.129442734,206264293,0.206264293,1000000000,1.0,1076821559,1.076821559
25926942,86418701,0.086418701,0.6910210050454604,133000,0.000133,86551701,0.086551701,133000,0.000133,86551701,0.086551701,10000000,0.01,96418701,0.096418701,100000000,0.1,186418701,0.186418701,1000000000,1.0,1086418701,1.086418701
25926943,90545647,0.090545647,0.5155871398077828,0,0.0,90545647,0.090545647,133000,0.000133,90678647,0.090678647,20000000,0.02,110545647,0.110545647,160150521,0.160150521,250696168,0.250696168,1000000000,1.0,1090545647,1.090545647
25926944,90898484,0.090898484,0.14699676666666667,199500,0.0001995,91097984,0.091097984,10000000,0.01,100898484,0.100898484,50000001,0.050000001,140898485,0.140898485,909101516,0.909101516,1000000000,1.0,1000000000,1.0,1090898484,1.090898484
25926945,82876620,0.08287662,0.6642739666666667,133000,0.000133,83009620,0.08300962,1627094,0.001627094,84503714,0.084503714,50013306,0.050013306,132889926,0.132889926,386150923,0.386150923,469027543,0.469027543,1912000000,1.912,1994876620,1.99487662
25926946,86280237,0.086280237,0.4523096166666667,133000,0.000133,86413237,0.086413237,177333,0.000177333,86457570,0.08645757,50000000,0.05,136280237,0.136280237,550067489,0.550067489,636347726,0.636347726,1000000000,1.0,1086280237,1.086280237
25926947,85251553,0.085251553,0.41522363333333334,133000,0.000133,85384553,0.085384553,9656707,0.009656707,94908260,0.09490826,55000000,0.055,140251553,0.140251553,544168803,0.544168803,629420356,0.629420356,1914000000,1.914,1999251553,1.999251553
25926948,83444724,0.083444724,0.5896013666666666,10000000,0.01,93444724,0.093444724,30311549,0.030311549,113756273,0.113756273,150000000,0.15,233444724,0.233444724,372300774,0.372300774,455745498,0.455745498,1000000000,1.0,1083444724,1.083444724
25926949,85313914,0.085313914,0.609834540423208,133000,0.000133,85446914,0.085446914,4265695,0.004265695,89579609,0.089579609,15421952,0.015421952,100735866,0.100735866,174019736,0.174019736,259333650,0.25933365,1000000000,1.0,1085313914,1.085313914
25926950,87656517,0.087656517,0.39404164100622563,6188788,0.006188788,93845305,0.093845305,30311549,0.030311549,117968066,0.117968066,99000000,0.099,186656517,0.186656517,1000000000,1.0,1087656517,1.087656517,2000000000,2.0,2087656517,2.087656517
25926951,85334532,0.085334532,0.3965005,0,0.0,85334532,0.085334532,640342,0.000640342,85974874,0.085974874,30311549,0.030311549,115646081,0.115646081,200266000,0.200266,285600532,0.285600532,1019853288,1.019853288,1105187820,1.10518782
25926952,83126512,0.083126512,0.4453491,177333,0.000177333,83303845,0.083303845,32505755,0.032505755,115632267,0.115632267,92452522,0.092452522,175579034,0.175579034,500000000,0.5,583126512,0.583126512,1000000000,1.0,1083126512,1.083126512
25926953,81990778,0.081990778,0.0999957,177333,0.000177333,82168111,0.082168111,1268734,0.001268734,83259512,0.083259512,93588256,0.093588256,175579034,0.175579034,600000000,0.6,681990778,0.681990778,1939850587,1.939850587,2021841365,2.021841365
25926954,73791613,0.073791613,0.43643895,42349981,0.042349981,116141594,0.116141594,86250000,0.08625,160041613,0.160041613,161903467,0.161903467,235695080,0.23569508,926208387,0.926208387,1000000000,1.0,1926208387,1.926208387,2000000000,2.0
25926955,72619045,0.072619045,0.9999427166666667,120000,0.00012,72739045,0.072739045,120000,0.00012,72739045,0.072739045,3719989,0.003719989,76339034,0.076339034,150000000,0.15,222619045,0.222619045,600000000,0.6,672619045,0.672619045
25926956,81695385,0.081695385,0.7595684,177333,0.000177333,81872718,0.081872718,1037516,0.001037516,82732901,0.082732901,72619045,0.072619045,154314430,0.15431443,616841366,0.616841366,698536751,0.698536751,1500000000,1.5,1581695385,1.581695385
25926957,86996770,0.08699677,0.4842832,0,0.0,86996770,0.08699677,5295542,0.005295542,92292312,0.092292312,110943026,0.110943026,197939796,0.197939796,649167412,0.649167412,736164182,0.736164182,2000000000,2.0,2086996770,2.08699677
25926958,86654943,0.086654943,0.33712906666666664,0,0.0,86654943,0.086654943,58849147,0.058849147,145504090,0.14550409,77001827,0.077001827,163656770,0.16365677,312268390,0.31226839,398923333,0.398923333,1068699123,1.068699123,1155354066,1.155354066
25926959,83126551,0.083126551,0.8511749333333334,120000,0.00012,83246551,0.083246551,1000000,0.001,84126551,0.084126551,14468230,0.01446823,97594781,0.097594781,125802016,0.125802016,208928567,0.208928567,1000000000,1.0,1083126551,1.083126551
25926960,90424541,0.090424541,0.49362721666666665,159827,0.000159827,90584368,0.090584368,640342,0.000640342,91064883,0.091064883,83834999,0.083834999,174259540,0.17425954,200000000,0.2,290424541,0.290424541,1000000000,1.0,1090424541,1.090424541
25926961,90280477,0.090280477,0.4463806,0,0.0,90280477,0.090280477,1000000,0.001,91280477,0.091280477,100000000,0.1,190280477,0.190280477,443075462,0.443075462,533355939,0.533355939,1329052856,1.329052856,1419333333,1.419333333
25926962,89070281,0.089070281,0.5698487333333333,133000,0.000133,89203281,0.089203281,177333,0.000177333,89247614,0.089247614,30000000,0.03,119070281,0.119070281,394130684,0.394130684,483200965,0.483200965,1910929719,1.910929719,2000000000,2.0
25926963,90625642,0.090625642,0.6665125333333334,159827,0.000159827,90785469,0.090785469,1000000,0.001,91625642,0.091625642,24468230,0.02446823,115093872,0.115093872,446028169,0.446028169,536653811,0.536653811,1000000000,1.0,1090625642,1.090625642
25926964,94398218,0.094398218,0.4406925666666667,165510,0.00016551,94563728,0.094563728,9439821,0.009439821,103838039,0.103838039,128319465,0.128319465,222717683,0.222717683,905601782,0.905601782,1000000000,1.0,1645151466,1.645151466,1739549684,1.739549684
25926965,92998589,0.092998589,0.44334636666666666,1000000,0.001,93998589,0.093998589,1000000,0.001,93998589,0.093998589,92402192,0.092402192,185400781,0.185400781,418603073,0.418603073,511601662,0.511601662,1107001411,1.107001411,1200000000,1.2
25926966,91681413,0.091681413,0.5139209442661073,0,0.0,91681413,0.091681413,133000,0.000133,91814413,0.091814413,10617034,0.010617034,102298447,0.102298447,200248266,0.200248266,291929679,0.291929679,1000000000,1.0,1091681413,1.091681413
25926967,92000485,0.092000485,0.31796853540344194,41843246,0.041843246,133843731,0.133843731,107999515,0.107999515,200000000,0.2,500000000,0.5,592000485,0.592000485,1332616519,1.332616519,1424617004,1.424617004,2000000000,2.0,2092000485,2.092000485
25926968,87813740,0.08781374,0.8985896833333333,160000,0.00016,87973740,0.08797374,1000000,0.001,88813740,0.08881374,10617034,0.010617034,98430774,0.098430774,430839268,0.430839268,518653008,0.518653008,2000000000,2.0,2087813740,2.08781374
25926969,96564152,0.096564152,0.53003555,0,0.0,96564152,0.096564152,160000,0.00016,96724152,0.096724152,10000000,0.01,106564152,0.106564152,268815322,0.268815322,365379474,0.365379474,1550430575,1.550430575,1646994727,1.646994727
25926970,97289241,0.097289241,0.30688688333333336,150000,0.00015,97439241,0.097439241,9063326,0.009063326,106352567,0.106352567,199274911,0.199274911,296564152,0.296564152,500000000,0.5,597289241,0.597289241,2000000000,2.0,2097289241,2.097289241
25926971,92592284,0.092592284,0.52308405,133000,0.000133,92725284,0.092725284,1000000,0.001,93592284,0.093592284,9259228,0.009259228,101851512,0.101851512,407407716,0.407407716,500000000,0.5,1333407716,1.333407716,1426000000,1.426
25926972,93126635,0.093126635,0.46617166666666665,499716,0.000499716,93626351,0.093626351,1000000,0.001,94126635,0.094126635,22763720,0.02276372,115890355,0.115890355,552807227,0.552807227,645933862,0.645933862,2000000000,2.0,2093126635,2.093126635
25926973,92339056,0.092339056,0.39825913333333335,28881569,0.028881569,121220625,0.121220625,74359887,0.074359887,166698943,0.166698943,413005395,0.413005395,505344451,0.505344451,1000000000,1.0,1092339056,1.092339056,2000000000,2.0,2092339056,2.092339056
25926974,89990393,0.089990393,0.33569953333333336,0,0.0,89990393,0.089990393,120000,0.00012,90110393,0.090110393,110000000,0.11,199990393,0.199990393,1000000000,1.0,1089990393,1.089990393,2127865882,2.127865882,2217856275,2.217856275
25926975,86294028,0.086294028,0.7746936,132000,0.000132,86426028,0.086426028,1000000,0.001,87294028,0.087294028,24656840,0.02465684,110950868,0.110950868,232004588,0.232004588,318298616,0.318298616,2000000000,2.0,2086294028,2.086294028
25926976,92220132,0.092220132,0.7119876833333333,150000,0.00015,92370132,0.092370132,1000000,0.001,93220132,0.093220132,55000000,0.055,147220132,0.147220132,592348743,0.592348743,684568875,0.684568875,2003000000,2.003,2095220132,2.095220132
25926977,97107515,0.097107515,0.31467103333333335,120000,0.00012,97227515,0.097227515,9259228,0.009259228,106366743,0.106366743,402892485,0.402892485,500000000,0.5,2000000000,2.0,2097107515,2.097107515,9902892485,9.902892485,10000000000,10.0
25926978,92608307,0.092608307,0.7706686333333334,120000,0.00012,92728307,0.092728307,1000000,0.001,93608307,0.093608307,110000000,0.11,202608307,0.202608307,1328058359,1.328058359,1420666666,1.420666666,2250000000,2.25,2342608307,2.342608307
25926979,98874847,0.098874847,0.6705348333333333,4943742,0.004943742,103818589,0.103818589,4943742,0.004943742,103818589,0.103818589,200000000,0.2,298874847,0.298874847,526403614,0.526403614,625278461,0.625278461,2000000000,2.0,2098874847,2.098874847
25926980,103090248,0.103090248,0.9667624333333333,15960000,0.01596,119050248,0.119050248,200000000,0.2,303090248,0.303090248,200000000,0.2,303090248,0.303090248,200000000,0.2,303090248,0.303090248,1000000000,1.0,1103090248,1.103090248
25926981,115119911,0.115119911,0.9153308166666667,1000000,0.001,116119911,0.116119911,11512102,0.011512102,126632013,0.126632013,200000000,0.2,315119911,0.315119911,200000000,0.2,315119911,0.315119911,1000000000,1.0,1115119911,1.115119911
25926982,127073122,0.127073122,0.7176190833333334,1,1e-09,127073123,0.127073123,1000000,0.001,128073122,0.128073122,70916572,0.070916572,197989694,0.197989694,445503277,0.445503277,572576399,0.572576399,1939850587,1.939850587,2066923709,2.066923709
25926983,133986506,0.133986506,0.9031685666666667,25414624,0.025414624,159401130,0.15940113,200000000,0.2,333986506,0.333986506,200000000,0.2,333986506,0.333986506,200000000,0.2,333986506,0.333986506,1637970117,1.637970117,1771956623,1.771956623
25926984,147491292,0.147491292,0.11301283333333334,240000,0.00024,147731292,0.147731292,55000002,0.055000002,202491294,0.202491294,366413079,0.366413079,513904371,0.513904371,1000000000,1.0,1147491292,1.147491292,2000000000,2.0,2147491292,2.147491292
25926985,133221983,0.133221983,0.6553502666666666,1000000,0.001,134221983,0.134221983,51262039,0.051262039,184484022,0.184484022,200000000,0.2,333221983,0.333221983,1000000000,1.0,1133221983,1.133221983,2027000000,2.027,2160221983,2.160221983
25926986,138396000,0.138396,0.29366875,1000000,0.001,139396000,0.139396,1000000,0.001,139396000,0.139396,192137291,0.192137291,330533291,0.330533291,582840938,0.582840938,721236938,0.721236938,2000000000,2.0,2138396000,2.138396
25926987,131257146,0.131257146,0.11557488333333334,1000000,0.001,132257146,0.132257146,5964837,0.005964837,137221983,0.137221983,100000000,0.1,231257146,0.231257146,868742854,0.868742854,1000000000,1.0,1500000000,1.5,1631257146,1.631257146
25926988,118642511,0.118642511,0.5708717166666667,1000000,0.001,119642511,0.119642511,35000000,0.035,153642511,0.153642511,200000000,0.2,318642511,0.318642511,1000000000,1.0,1118642511,1.118642511,2038531526,2.038531526,2157174037,2.157174037
25926989,120744610,0.12074461,0.5549451557761206,120000,0.00012,120864610,0.12086461,1000000,0.001,121744610,0.12174461,20993327,0.020993327,141737937,0.141737937,235888000,0.235888,356632610,0.35663261,1000000000,1.0,1120744610,1.12074461
25926990,122403192,0.122403192,0.632714434412046,10000,1e-05,122413192,0.122413192,1000000,0.001,123403192,0.123403192,55000000,0.055,177403192,0.177403192,558713723,0.558713723,681116915,0.681116915,1000000000,1.0,1122403192,1.122403192
25926991,126464359,0.126464359,0.56038905,138000,0.000138,126602359,0.126602359,1000000,0.001,127464359,0.127464359,70421360,0.07042136,196885719,0.196885719,570777331,0.570777331,697241690,0.69724169,2000000000,2.0,2126464359,2.126464359
25926992,128373624,0.128373624,0.2807255166666667,644076,0.000644076,129017700,0.1290177,23527607,0.023527607,151901231,0.151901231,262538780,0.26253878,390912404,0.390912404,1000000000,1.0,1128373624,1.128373624,2080000000,2.08,2208373624,2.208373624
25926993,121336359,0.121336359,0.5027971,138000,0.000138,121474359,0.121474359,1000000,0.001,122336359,0.122336359,40505327,0.040505327,161841686,0.161841686,564745527,0.564745527,686081886,0.686081886,1878663641,1.878663641,2000000000,2.0
25926994,121421206,0.121421206,0.46306034386112516,240000,0.00024,121661206,0.121661206,17689588,0.017689588,139110794,0.139110794,200000000,0.2,321421206,0.321421206,614100000,0.6141,735521206,0.735521206,1939850587,1.939850587,2061271793,2.061271793
25926995,120299892,0.120299892,0.34190829147954355,1000000,0.001,121299892,0.121299892,1000000,0.001,121299892,0.121299892,233795845,0.233795845,354095737,0.354095737,1000000000,1.0,1120299892,1.120299892,2000000000,2.0,2120299892,2.120299892
25926996,115545289,0.115545289,0.5455376333333334,0,0.0,115545289,0.115545289,1000000,0.001,116545289,0.116545289,101257879,0.101257879,216803168,0.216803168,600000000,0.6,715545289,0.715545289,1979702845,1.979702845,2095248134,2.095248134
25926997,116860703,0.116860703,0.07703996666666667,4003907,0.004003907,120864610,0.12086461,5000000,0.005,121860703,0.121860703,123859081,0.123859081,240719784,0.240719784,1000000000,1.0,1116860703,1.116860703,1326472630,1.32647263,1443333333,1.443333333
25926998,104503852,0.104503852,0.7438969333333333,120000,0.00012,104623852,0.104623852,240000,0.00024,104743852,0.104743852,100120000,0.10012,204623852,0.204623852,568814082,0.568814082,673317934,0.673317934,2000000000,2.0,2104503852,2.104503852
25926999,110875894,0.110875894,0.23615021666666666,10000000,0.01,120875894,0.120875894,10000000,0.01,120875894,0.120875894,500000000,0.5,610875894,0.610875894,1889124106,1.889124106,2000000000,2.0,2889124106,2.889124106,3000000000,3.0
25927000,103562249,0.103562249,0.43931723333333333,0,0.0,103562249,0.103562249,10000001,0.010000001,113562250,0.11356225,100000000,0.1,203562249,0.203562249,750000000,0.75,853562249,0.853562249,2000000000,2.0,2103562249,2.103562249
25927001,101991139,0.101991139,0.4154829,0,0.0,101991139,0.101991139,1,1e-09,101991140,0.10199114,10000000,0.01,111991139,0.111991139,115000000,0.115,216991139,0.216991139,500000000,0.5,601991139,0.601991139
25927002,99836141,0.099836141,0.2890251,120000,0.00012,99956141,0.099956141,168000,0.000168,100004141,0.100004141,3846108,0.003846108,103682249,0.103682249,300163859,0.300163859,400000000,0.4,900163859,0.900163859,1000000000,1.0
25927003,94570412,0.094570412,0.8704364166666667,120000,0.00012,94690412,0.094690412,1000000,0.001,95570412,0.095570412,100060000,0.10006,194630412,0.194630412,687265710,0.68726571,781836122,0.781836122,2000000000,2.0,2094570412,2.094570412
25927004,103328493,0.103328493,0.16195456666666666,120000,0.00012,103448493,0.103448493,698960,0.00069896,104027453,0.104027453,69376719,0.069376719,172705212,0.172705212,896671507,0.896671507,1000000000,1.0,1000000000,1.0,1103328493,1.103328493
25927005,94596062,0.094596062,0.7443940422620703,15223693,0.015223693,109819755,0.109819755,35759893,0.035759893,130355955,0.130355955,100000000,0.1,194596062,0.194596062,600000000,0.6,694596062,0.694596062,2000000000,2.0,2094596062,2.094596062
25927006,100375740,0.10037574,0.18457057534204657,13458487,0.013458487,113834227,0.113834227,100000000,0.1,200375740,0.20037574,106521246,0.106521246,206896986,0.206896986,106521246,0.106521246,206896986,0.206896986,1000000000,1.0,1100375740,1.10037574
25927007,92460375,0.092460375,0.5666919166666666,14252440,0.01425244,106712815,0.106712815,50000001,0.050000001,142460376,0.142460376,110000000,0.11,202460375,0.202460375,1000000000,1.0,1092460375,1.092460375,2000000000,2.0,2092460375,2.092460375
25927008,94001964,0.094001964,0.06698568333333334,0,0.0,94001964,0.094001964,0,0.0,94001964,0.094001964,1500000000,1.5,1594001964,1.594001964,3404458411,3.404458411,3498460375,3.498460375,3498458411,3.498458411,3592460375,3.592460375
25927009,83825915,0.083825915,0.9244695666666667,0,0.0,83825915,0.083825915,50000000,0.05,133825915,0.133825915,200000000,0.2,283825915,0.283825915,600000000,0.6,683825915,0.683825915,1787536080,1.78753608,1871361995,1.871361995
25927010,92721302,0.092721302,0.3172942166666667,4700098,0.004700098,97421400,0.0974214,4700098,0.004700098,97421400,0.0974214,50000000,0.05,142721302,0.142721302,1006273402,1.006273402,1098994704,1.098994704,2000000000,2.0,2092721302,2.092721302
25927011,88486123,0.088486123,0.4235542666666667,1,1e-09,88486124,0.088486124,156000,0.000156,88642123,0.088642123,3846108,0.003846108,92332231,0.092332231,33872430,0.03387243,122358553,0.122358553,230000000,0.23,318486123,0.318486123
25927012,86795027,0.086795027,0.9679229833333334,120000,0.00012,86915027,0.086915027,5395747,0.005395747,92190774,0.092190774,97191593,0.097191593,183986620,0.18398662,371000000,0.371,457795027,0.457795027,1091258970,1.09125897,1178053997,1.178053997
25927013,96948373,0.096948373,0.09603963333333333,3547367,0.003547367,100495740,0.10049574,10000000,0.01,106948373,0.106948373,100000000,0.1,196948373,0.196948373,1000000000,1.0,1096948373,1.096948373,2000000000,2.0,2096948373,2.096948373
25927014,87157548,0.087157548,0.49686091666666665,9790825,0.009790825,96948373,0.096948373,12842452,0.012842452,100000000,0.1,145571636,0.145571636,232729184,0.232729184,912842452,0.912842452,1000000000,1.0,2000000000,2.0,2087157548,2.087157548
25927015,87089150,0.08708915,0.7967973666666667,0,0.0,87089150,0.08708915,840000,0.00084,87929150,0.08792915,1500000,0.0015,88589150,0.08858915,100000000,0.1,187089150,0.18708915,1000000000,1.0,1087089150,1.08708915
25927016,93551107,0.093551107,0.4147313,1000000,0.001,94551107,0.094551107,9272130,0.00927213,102823237,0.102823237,150000000,0.15,243551107,0.243551107,1091258970,1.09125897,1184810077,1.184810077,1805425400,1.8054254,1898976507,1.898976507
25927017,91556862,0.091556862,0.43830101666666665,0,0.0,91556862,0.091556862,1000000,0.001,92556862,0.092556862,62533386,0.062533386,154090248,0.154090248,600000000,0.6,691556862,0.691556862,1000000000,1.0,1091556862,1.091556862
25927018,90144621,0.090144621,0.3695813333333333,112000,0.000112,90256621,0.090256621,1000000,0.001,91144621,0.091144621,35000000,0.035,125144621,0.125144621,317817971,0.317817971,407962592,0.407962592,1000000000,1.0,1090144621,1.090144621
