blockNumber,baseFeeWei,baseFeeGwei,gasUsedRatio,rewardP10Wei,rewardP10Gwei,effectiveP10Wei,effectiveP10Gwei,rewardP25Wei,rewardP25Gwei,effectiveP25Wei,effectiveP25Gwei,rewardP50Wei,rewardP50Gwei,effectiveP50Wei,effectiveP50Gwei,rewardP75Wei,rewardP75Gwei,effectiveP75Wei,effectiveP75Gwei,rewardP90Wei,rewardP90Gwei,effectiveP90Wei,effectiveP90Gwei
25924445,58388815,0.058388815,0.7092249666666667,124444,0.000124444,58513259,0.058513259,140000,0.00014,58528815,0.058528815,17577554,0.017577554,75966369,0.075966369,200000000,0.2,258388815,0.258388815,1500000000,1.5,1558388815,1.558388815
25924446,61442914,0.061442914,0.10008438333333333,0,0.0,61442914,0.061442914,150000,0.00015,61592914,0.061592914,1000000000,1.0,1061442914,1.061442914,1327223752,1.327223752,1388666666,1.388666666,4000000000,4.0,4061442914,4.061442914
25924447,55299919,0.055299919,0.3765056666666667,98000,9.8e-05,55397919,0.055397919,124444,0.000124444,55424363,0.055424363,5180381,0.005180381,60480300,0.0604803,50000001,0.050000001,105299920,0.10529992,1000000000,1.0,1055299919,1.055299919
25924448,53592613,0.053592613,0.9777985,159827,0.000159827,53752440,0.05375244,1000000,0.001,54592613,0.054592613,15648567,0.015648567,69241180,0.06924118,236445809,0.236445809,290038422,0.290038422,1101035536,1.101035536,1154628149,1.154628149
25924449,59994230,0.05999423,0.24150896666666666,0,0.0,59994230,0.05999423,11199960,0.01119996,71194190,0.07119419,100000000,0.1,159994230,0.15999423,1000000000,1.0,1059994230,1.05999423,1500000000,1.5,1559994230,1.55999423
25924450,56117238,0.056117238,0.4805114,159827,0.000159827,56277065,0.056277065,5611723,0.005611723,61728961,0.061728961,54669266,0.054669266,110786504,0.110786504,200000000,0.2,256117238,0.256117238,1050000000,1.05,1106117238,1.106117238
25924451,55843827,0.055843827,0.5827033166666666,87110,8.711e-05,55930937,0.055930937,124444,0.000124444,55968271,0.055968271,13947902,0.013947902,69791729,0.069791729,127831846,0.127831846,183675673,0.183675673,1101035536,1.101035536,1156879363,1.156879363
25924452,56998444,0.056998444,0.43817103333333335,124444,0.000124444,57122888,0.057122888,1000000,0.001,57998444,0.057998444,33098449,0.033098449,90096893,0.090096893,234121888,0.234121888,291120332,0.291120332,1329668222,1.329668222,1386666666,1.386666666
25924453,56117406,0.056117406,0.5903756666666666,124444,0.000124444,56241850,0.05624185,1000000,0.001,57117406,0.057117406,2849922,0.002849922,58967328,0.058967328,100000000,0.1,156117406,0.156117406,943882594,0.943882594,1000000000,1.0
25924454,57385317,0.057385317,0.79343135,10000,1e-05,57395317,0.057395317,93333,9.3333e-05,57478650,0.05747865,159827,0.000159827,57545144,0.057545144,66077784,0.066077784,123463101,0.123463101,1942614683,1.942614683,2000000000,2.0
25924455,61594979,0.061594979,0.3814233833333333,124444,0.000124444,61719423,0.061719423,124444,0.000124444,61719423,0.061719423,17176786,0.017176786,78771765,0.078771765,250000000,0.25,311594979,0.311594979,1938405021,1.938405021,2000000000,2.0
25924456,59769048,0.059769048,0.40376331666666665,93333,9.3333e-05,59862381,0.059862381,1000000,0.001,60769048,0.060769048,17437143,0.017437143,77206191,0.077206191,386258875,0.386258875,446027923,0.446027923,1940230952,1.940230952,2000000000,2.0
25924457,58331055,0.058331055,0.4888063166666667,93333,9.3333e-05,58424388,0.058424388,139999,0.000139999,58471054,0.058471054,17437143,0.017437143,75768198,0.075768198,260037557,0.260037557,318368612,0.318368612,1085000000,1.085,1143331055,1.143331055
25924458,58167821,0.058167821,0.44053921789758427,93333,9.3333e-05,58261154,0.058261154,1000000,0.001,59167821,0.059167821,26301363,0.026301363,84469184,0.084469184,202574088,0.202574088,260741909,0.260741909,1000000000,1.0,1058167821,1.058167821
25924459,57303145,0.057303145,0.5600832654124355,0,0.0,57303145,0.057303145,93333,9.3333e-05,57396478,0.057396478,5395747,0.005395747,62698892,0.062698892,279719675,0.279719675,337022820,0.33702282,1000000000,1.0,1057303145,1.057303145
25924460,58163885,0.058163885,0.3954214833333333,124444,0.000124444,58288329,0.058288329,1000000,0.001,59163885,0.059163885,75229133,0.075229133,133393018,0.133393018,600000000,0.6,658163885,0.658163885,2000000000,2.0,2058163885,2.058163885
25924461,56643212,0.056643212,0.42671525,93333,9.3333e-05,56736545,0.056736545,124444,0.000124444,56767656,0.056767656,3789330,0.00378933,60432542,0.060432542,110000000,0.11,166643212,0.166643212,2000000000,2.0,2056643212,2.056643212
25924462,55605442,0.055605442,0.57805735,93333,9.3333e-05,55698775,0.055698775,1000000,0.001,56605442,0.056605442,17437143,0.017437143,73042585,0.073042585,200186666,0.200186666,255792108,0.255792108,944394558,0.944394558,1000000000,1.0
25924463,56690545,0.056690545,0.6234342333333334,93333,9.3333e-05,56783878,0.056783878,2834527,0.002834527,59525072,0.059525072,11199960,0.01119996,67890505,0.067890505,218347988,0.218347988,275038533,0.275038533,1085000000,1.085,1141690545,1.141690545
25924464,58439933,0.058439933,0.43321396666666667,1,1e-09,58439934,0.058439934,2999524,0.002999524,61439457,0.061439457,34550019,0.034550019,92989952,0.092989952,206292512,0.206292512,264732445,0.264732445,1000000000,1.0,1058439933,1.058439933
25924465,57464191,0.057464191,0.4473952333333333,124444,0.000124444,57588635,0.057588635,400000,0.0004,57864191,0.057864191,17480034,0.017480034,74944225,0.074944225,200549786,0.200549786,258013977,0.258013977,1000000000,1.0,1057464191,1.057464191
25924466,56708469,0.056708469,0.5358596833333333,93333,9.3333e-05,56801802,0.056801802,186666,0.000186666,56895135,0.056895135,17787631,0.017787631,74496100,0.0744961,150000000,0.15,206708469,0.206708469,1264870560,1.26487056,1321579029,1.321579029
25924467,57216855,0.057216855,0.33804416666666665,0,0.0,57216855,0.057216855,6144291,0.006144291,63361146,0.063361146,24957542,0.024957542,82174397,0.082174397,500000000,0.5,557216855,0.557216855,2000000000,2.0,2057216855,2.057216855
25924468,54900205,0.054900205,0.78812835,110000,0.00011,55010205,0.055010205,159827,0.000159827,55060032,0.055060032,11199960,0.01119996,66100165,0.066100165,97654762,0.097654762,152554967,0.152554967,945099795,0.945099795,1000000000,1.0
25924469,58854781,0.058854781,0.08189718333333333,2582227,0.002582227,61437008,0.061437008,28701173,0.028701173,87555954,0.087555954,97654762,0.097654762,156509543,0.156509543,1000000000,1.0,1058854781,1.058854781,1960000000,1.96,2018854781,2.018854781
25924470,52702944,0.052702944,0.26516866666666666,0,0.0,52702944,0.052702944,0,0.0,52702944,0.052702944,487342536,0.487342536,540045480,0.54004548,1000000000,1.0,1052702944,1.052702944,2000000000,2.0,2052702944,2.052702944
25924471,49608869,0.049608869,0.99994075,936612,0.000936612,50545481,0.050545481,1000000,0.001,50608869,0.050608869,16498224,0.016498224,66107093,0.066107093,150000000,0.15,199608869,0.199608869,1000000000,1.0,1049608869,1.049608869
25924472,55809242,0.055809242,0.6937916106341713,1,1e-09,55809243,0.055809243,157691,0.000157691,55966933,0.055966933,5083901,0.005083901,60893143,0.060893143,18744061,0.018744061,74553303,0.074553303,500000000,0.5,555809242,0.555809242
25924473,58513082,0.058513082,0.5614305000256417,366666,0.000366666,58879748,0.058879748,2790462,0.002790462,61303544,0.061303544,5851308,0.005851308,64364390,0.06436439,200000000,0.2,258513082,0.258513082,1000000000,1.0,1058513082,1.058513082
25924474,59411704,0.059411704,0.6858189599363551,0,0.0,59411704,0.059411704,159827,0.000159827,59571531,0.059571531,18168156,0.018168156,77579860,0.07757986,149567920,0.14956792,208979624,0.208979624,1000000000,1.0,1059411704,1.059411704
25924475,62171659,0.062171659,0.4939754718867299,0,0.0,62171659,0.062171659,93333,9.3333e-05,62264992,0.062264992,5083901,0.005083901,67255560,0.06725556,100000000,0.1,162171659,0.162171659,937828341,0.937828341,1000000000,1.0
25924476,62078021,0.062078021,0.3884329,159827,0.000159827,62237848,0.062237848,1000000,0.001,63078021,0.063078021,16224832,0.016224832,78302853,0.078302853,500186971,0.500186971,562264992,0.562264992,1000000000,1.0,1062078021,1.062078021
25924477,60346555,0.060346555,0.5016783833333334,246580,0.00024658,60593135,0.060593135,12415604,0.012415604,72762159,0.072762159,100000000,0.1,160346555,0.160346555,500186971,0.500186971,560533526,0.560533526,1000000000,1.0,1060346555,1.060346555
25924478,60371876,0.060371876,0.5810723,93333,9.3333e-05,60465209,0.060465209,124444,0.000124444,60496320,0.06049632,6037187,0.006037187,66409063,0.066409063,150000000,0.15,210371876,0.210371876,600000000,0.6,660371876,0.660371876
25924479,61595497,0.061595497,0.8073951166666666,93333,9.3333e-05,61688830,0.06168883,400000,0.0004,61995497,0.061995497,16690396,0.016690396,78285893,0.078285893,18404503,0.018404503,80000000,0.08,213484566,0.213484566,275080063,0.275080063
25924480,66329035,0.066329035,0.43642036666666667,124444,0.000124444,66453479,0.066453479,6632903,0.006632903,72961938,0.072961938,19193955,0.019193955,85522990,0.08552299,117607990,0.11760799,183937025,0.183937025,1000000000,1.0,1066329035,1.066329035
25924481,65274742,0.065274742,0.4273005166666667,93333,9.3333e-05,65368075,0.065368075,719216,0.000719216,65993958,0.065993958,16361528,0.016361528,81636270,0.08163627,90459424,0.090459424,155734166,0.155734166,1000000000,1.0,1065274742,1.065274742
25924482,64088382,0.064088382,0.5539043833333334,93333,9.3333e-05,64181715,0.064181715,159827,0.000159827,64248209,0.064248209,7816501,0.007816501,71904883,0.071904883,268359435,0.268359435,332447817,0.332447817,1000000000,1.0,1064088382,1.064088382
25924483,64952043,0.064952043,0.5961416833333333,3204419,0.003204419,68156462,0.068156462,3204419,0.003204419,68156462,0.068156462,22674161,0.022674161,87626204,0.087626204,500000000,0.5,564952043,0.564952043,1000000000,1.0,1064952043,1.064952043
25924484,66513192,0.066513192,0.44421628333333335,159827,0.000159827,66673019,0.066673019,1000000,0.001,67513192,0.067513192,6651319,0.006651319,73164511,0.073164511,170319704,0.170319704,236832896,0.236832896,1835111301,1.835111301,1901624493,1.901624493
25924485,65585604,0.065585604,0.5859644,93333,9.3333e-05,65678937,0.065678937,168219,0.000168219,65753823,0.065753823,16456112,0.016456112,82041716,0.082041716,150000000,0.15,215585604,0.215585604,1329081062,1.329081062,1394666666,1.394666666
25924486,66995110,0.06699511,0.4287305,124444,0.000124444,67119554,0.067119554,6699511,0.006699511,73694621,0.073694621,22405124,0.022405124,89400234,0.089400234,382773796,0.382773796,449768906,0.449768906,2000000000,2.0,2066995110,2.06699511
25924487,65801434,0.065801434,0.3482275166666667,124444,0.000124444,65925878,0.065925878,186666,0.000186666,65988100,0.0659881,16573254,0.016573254,82374688,0.082374688,600000000,0.6,665801434,0.665801434,2000000000,2.0,2065801434,2.065801434
25924488,63304723,0.063304723,0.6311839388223913,0,0.0,63304723,0.063304723,159827,0.000159827,63464550,0.06346455,8233400,0.0082334,71538123,0.071538123,150000000,0.15,213304723,0.213304723,1000000000,1.0,1063304723,1.063304723
25924489,65380863,0.065380863,0.43741324887591976,0,0.0,65380863,0.065380863,0,0.0,65380863,0.065380863,6651319,0.006651319,72032182,0.072032182,100000000,0.1,165380863,0.165380863,1006919374,1.006919374,1072300237,1.072300237
25924490,64357870,0.06435787,0.64981445,124444,0.000124444,64482314,0.064482314,1000000,0.001,65357870,0.06535787,20000000,0.02,84357870,0.08435787,150000000,0.15,214357870,0.21435787,1000000000,1.0,1064357870,1.06435787
25924491,66768304,0.066768304,0.55302875,93333,9.3333e-05,66861637,0.066861637,159827,0.000159827,66928131,0.066928131,4161754,0.004161754,70930058,0.070930058,35000000,0.035,101768304,0.101768304,250000000,0.25,316768304,0.316768304
25924492,67653463,0.067653463,0.6267010833333333,124444,0.000124444,67777907,0.067777907,5894337,0.005894337,73547800,0.0735478,68099306,0.068099306,135752769,0.135752769,600000000,0.6,667653463,0.667653463,1000000000,1.0,1067653463,1.067653463
25924493,69796404,0.069796404,0.7232210666666666,0,0.0,69796404,0.069796404,159827,0.000159827,69956231,0.069956231,10000001,0.010000001,79796405,0.079796405,500000000,0.5,569796404,0.569796404,1000000000,1.0,1069796404,1.069796404
25924494,73691410,0.07369141,0.4330660666666667,93333,9.3333e-05,73784743,0.073784743,10000001,0.010000001,83691411,0.083691411,43284565,0.043284565,116975975,0.116975975,268369142,0.268369142,342060552,0.342060552,1325641923,1.325641923,1399333333,1.399333333
25924495,72458297,0.072458297,0.42772805,100000,0.0001,72558297,0.072558297,4161754,0.004161754,76620051,0.076620051,35000000,0.035,107458297,0.107458297,600000000,0.6,672458297,0.672458297,2000000000,2.0,2072458297,2.072458297
25924496,71149122,0.071149122,0.41702616666666664,0,0.0,71149122,0.071149122,159827,0.000159827,71308949,0.071308949,32635621,0.032635621,103784743,0.103784743,219339570,0.21933957,290488692,0.290488692,1115128384,1.115128384,1186277506,1.186277506
25924497,69673244,0.069673244,0.43033178333333333,0,0.0,69673244,0.069673244,124444,0.000124444,69797688,0.069797688,10000001,0.010000001,79673245,0.079673245,219339570,0.21933957,289012814,0.289012814,1207000000,1.207,1276673244,1.276673244
25924498,68459742,0.068459742,0.4938182800110401,0,0.0,68459742,0.068459742,159827,0.000159827,68619569,0.068619569,11199960,0.01119996,79659702,0.079659702,137726486,0.137726486,206186228,0.206186228,1570047195,1.570047195,1638506937,1.638506937
25924499,68353943,0.068353943,0.4417602530055737,0,0.0,68353943,0.068353943,6951773,0.006951773,75305716,0.075305716,74130967,0.074130967,142484910,0.14248491,1000000000,1.0,1068353943,1.068353943,2499444649,2.499444649,2567798592,2.567798592
25924500,67358715,0.067358715,0.66196885,100000,0.0001,67458715,0.067458715,159827,0.000159827,67518542,0.067518542,23497943,0.023497943,90856658,0.090856658,148180929,0.148180929,215539644,0.215539644,1207000000,1.207,1274358715,1.274358715
25924501,70086218,0.070086218,0.4658666833333333,0,0.0,70086218,0.070086218,124444,0.000124444,70210662,0.070210662,6972282,0.006972282,77058500,0.0770585,150000000,0.15,220086218,0.220086218,1000000000,1.0,1070086218,1.070086218
25924502,69488150,0.06948815,0.13536998333333333,116667,0.000116667,69604817,0.069604817,124444,0.000124444,69612594,0.069612594,10000001,0.010000001,79488151,0.079488151,305357727,0.305357727,374845877,0.374845877,1930511850,1.93051185,2000000000,2.0
25924503,63153784,0.063153784,0.8186965166666667,93333,9.3333e-05,63247117,0.063247117,1093333,0.001093333,64247117,0.064247117,13941055,0.013941055,77094839,0.077094839,445088824,0.445088824,508242608,0.508242608,1201750000,1.20175,1264903784,1.264903784
25924504,68185506,0.068185506,0.5391288666666667,127787,0.000127787,68313293,0.068313293,1000000,0.001,69185506,0.069185506,58308728,0.058308728,126494234,0.126494234,250000000,0.25,318185506,0.318185506,1159968224,1.159968224,1228153730,1.22815373
25924505,68852511,0.068852511,0.5199305166666667,0,0.0,68852511,0.068852511,93333,9.3333e-05,68945844,0.068945844,6254211,0.006254211,75106722,0.075106722,66536179,0.066536179,135388690,0.13538869,1000000000,1.0,1068852511,1.068852511
25924506,69195577,0.069195577,0.3287482666666667,0,0.0,69195577,0.069195577,93333,9.3333e-05,69288910,0.06928891,20000000,0.02,89195577,0.089195577,293107907,0.293107907,362303484,0.362303484,1100394459,1.100394459,1169590036,1.169590036
25924507,66233112,0.066233112,0.49061265,100000,0.0001,66333112,0.066333112,124444,0.000124444,66357556,0.066357556,15988140,0.01598814,82221252,0.082221252,200000000,0.2,266233112,0.266233112,1000000000,1.0,1066233112,1.066233112
25924508,66077674,0.066077674,0.4631098166666667,100000,0.0001,66177674,0.066177674,1000000,0.001,67077674,0.067077674,13922326,0.013922326,80000000,0.08,13922326,0.013922326,80000000,0.08,200000000,0.2,266077674,0.266077674
25924509,65468270,0.06546827,0.6300264,0,0.0,65468270,0.06546827,6254211,0.006254211,71722481,0.071722481,111902535,0.111902535,177370805,0.177370805,276199040,0.27619904,341667310,0.34166731,1100394459,1.100394459,1165862729,1.165862729
25924510,67596420,0.06759642,0.48952408333333336,0,0.0,67596420,0.06759642,0,0.0,67596420,0.06759642,10000000,0.01,77596420,0.07759642,100000000,0.1,167596420,0.16759642,600000000,0.6,667596420,0.66759642
25924511,67419387,0.067419387,0.43203461666666665,0,0.0,67419387,0.067419387,1000000,0.001,68419387,0.068419387,30730731,0.030730731,98150118,0.098150118,285103028,0.285103028,352522415,0.352522415,1000000000,1.0,1067419387,1.067419387
25924512,66273841,0.066273841,0.3984569666666667,93333,9.3333e-05,66367174,0.066367174,159827,0.000159827,66433668,0.066433668,6226353,0.006226353,72500194,0.072500194,100000000,0.1,166273841,0.166273841,800157783,0.800157783,866431624,0.866431624
25924513,64591430,0.06459143,0.15416588145543728,100000000,0.1,164591430,0.16459143,353709493,0.353709493,418300923,0.418300923,1000000000,1.0,1064591430,1.06459143,2000000000,2.0,2064591430,2.06459143,2000000000,2.0,2064591430,2.06459143
25924514,59006950,0.05900695,0.7984211918334656,124444,0.000124444,59131394,0.059131394,3313692,0.003313692,62320642,0.062320642,11199960,0.01119996,70206910,0.07020691,100000000,0.1,159006950,0.15900695,961643827,0.961643827,1020650777,1.020650777
25924515,63409181,0.063409181,0.7650819214935612,93333,9.3333e-05,63502514,0.063502514,124444,0.000124444,63533625,0.063533625,19648996,0.019648996,83058177,0.083058177,45911247,0.045911247,109320428,0.109320428,414144002,0.414144002,477553183,0.477553183
25924516,67611338,0.067611338,0.5507499297581999,0,0.0,67611338,0.067611338,1000000,0.001,68611338,0.068611338,11199960,0.01119996,78811298,0.078811298,57634822,0.057634822,125246160,0.12524616,328201484,0.328201484,395812822,0.395812822
25924517,68469155,0.068469155,0.37404586666666667,102667,0.000102667,68571822,0.068571822,3659658,0.003659658,72128813,0.072128813,100000000,0.1,168469155,0.168469155,900829419,0.900829419,969298574,0.969298574,2000000000,2.0,2068469155,2.068469155
25924518,66313162,0.066313162,0.46694346666666664,0,0.0,66313162,0.066313162,400000,0.0004,66713162,0.066713162,41368237,0.041368237,107681399,0.107681399,323921541,0.323921541,390234703,0.390234703,1880908311,1.880908311,1947221473,1.947221473
25924519,65765142,0.065765142,0.5041354333333333,0,0.0,65765142,0.065765142,124444,0.000124444,65889586,0.065889586,26525264,0.026525264,92290406,0.092290406,271613895,0.271613895,337379037,0.337379037,600000000,0.6,665765142,0.665765142
25924520,65833133,0.065833133,0.3519628,93333,9.3333e-05,65926466,0.065926466,10000000,0.01,75833133,0.075833133,31830316,0.031830316,97663449,0.097663449,329718925,0.329718925,395552058,0.395552058,1000000000,1.0,1065833133,1.065833133
25924521,63396695,0.063396695,0.48968126666666667,93333,9.3333e-05,63490028,0.063490028,1000000,0.001,64396695,0.064396695,34116025,0.034116025,97512720,0.09751272,600000000,0.6,663396695,0.663396695,2000000000,2.0,2063396695,2.063396695
25924522,63233152,0.063233152,0.65473025,100000,0.0001,63333152,0.063333152,1000000,0.001,64233152,0.064233152,19648996,0.019648996,82882148,0.082882148,63746904,0.063746904,126980056,0.126980056,600000000,0.6,663233152,0.663233152
25924523,65679172,0.065679172,0.6620943333333333,124444,0.000124444,65803616,0.065803616,1000000,0.001,66679172,0.066679172,11151196,0.011151196,76830368,0.076830368,185806948,0.185806948,251486120,0.25148612,1000000000,1.0,1065679172,1.065679172
25924524,68340727,0.068340727,0.49984255,0,0.0,68340727,0.068340727,124444,0.000124444,68465171,0.068465171,20000000,0.02,88340727,0.088340727,100000000,0.1,168340727,0.168340727,1000000000,1.0,1068340727,1.068340727
25924525,68338037,0.068338037,0.27612871666666666,124444,0.000124444,68462481,0.068462481,648720,0.00064872,68986757,0.068986757,58642019,0.058642019,126980056,0.126980056,58642019,0.058642019,126980056,0.126980056,272000000,0.272,340338037,0.340338037
25924526,64513306,0.064513306,0.8360973833333334,124444,0.000124444,64637750,0.06463775,10000000,0.01,74513306,0.074513306,29728055,0.029728055,94241361,0.094241361,110317381,0.110317381,174830687,0.174830687,1000000000,1.0,1064513306,1.064513306
25924527,69933994,0.069933994,0.0868411,6993399,0.006993399,76927393,0.076927393,26123347,0.026123347,96057341,0.096057341,110317381,0.110317381,180251375,0.180251375,1000000000,1.0,1069933994,1.069933994,2000000000,2.0,2069933994,2.069933994
25924528,62710531,0.062710531,0.08940918333333334,4000000,0.004,66710531,0.066710531,11151196,0.011151196,73861727,0.073861727,100000000,0.1,162710531,0.162710531,1000000000,1.0,1062710531,1.062710531,1940889933,1.940889933,2003600464,2.003600464
25924529,56273439,0.056273439,0.8592954166666666,159827,0.000159827,56433266,0.056433266,15951004,0.015951004,72224443,0.072224443,46233616,0.046233616,102507055,0.102507055,600000000,0.6,656273439,0.656273439,2000000000,2.0,2056273439,2.056273439
25924530,61328136,0.061328136,0.6454461997289086,93333,9.3333e-05,61421469,0.061421469,124444,0.000124444,61452580,0.06145258,3643861,0.003643861,64971997,0.064971997,190000000,0.19,251328136,0.251328136,1307000000,1.307,1368328136,1.368328136
25924531,63558122,0.063558122,0.43226027731393013,400000,0.0004,63958122,0.063958122,10000000,0.01,73558122,0.073558122,78726740,0.07872674,142284862,0.142284862,346054635,0.346054635,409612757,0.409612757,1598328277,1.598328277,1661886399,1.661886399
25924532,62481770,0.06248177,0.4715158,124444,0.000124444,62606214,0.062606214,1000000,0.001,63481770,0.06348177,31922040,0.03192204,94403810,0.09440381,696076171,0.696076171,758557941,0.758557941,2000000000,2.0,2062481770,2.06248177
25924533,62036835,0.062036835,0.6179649833333334,124444,0.000124444,62161279,0.062161279,3124088,0.003124088,65160923,0.065160923,31876178,0.031876178,93913013,0.093913013,175357763,0.175357763,237394598,0.237394598,2000000000,2.0,2062036835,2.062036835
25924534,63866378,0.063866378,0.42568883333333335,124444,0.000124444,63990822,0.063990822,14749708,0.014749708,78616086,0.078616086,150000000,0.15,213866378,0.213866378,2000000000,2.0,2063866378,2.063866378,2000000000,2.0,2063866378,2.063866378
25924535,62679882,0.062679882,0.4337677166666667,124444,0.000124444,62804326,0.062804326,1000000,0.001,63679882,0.063679882,50000000,0.05,112679882,0.112679882,353983759,0.353983759,416663641,0.416663641,2000000000,2.0,2062679882,2.062679882
25924536,61642025,0.061642025,0.6759690333333334,1000000,0.001,62642025,0.062642025,1000000,0.001,62642025,0.062642025,18357975,0.018357975,80000000,0.08,18357975,0.018357975,80000000,0.08,181762660,0.18176266,243404685,0.243404685
25924537,64353796,0.064353796,0.5847952333333334,159827,0.000159827,64513623,0.064513623,3446204,0.003446204,67800000,0.0678,55000002,0.055000002,119353798,0.119353798,425931591,0.425931591,490285387,0.490285387,2000000000,2.0,2064353796,2.064353796
25924538,65718019,0.065718019,0.43116705,93333,9.3333e-05,65811352,0.065811352,9497839,0.009497839,75215858,0.075215858,130000000,0.13,195718019,0.195718019,500000000,0.5,565718019,0.565718019,1636352532,1.636352532,1702070551,1.702070551
25924539,64587128,0.064587128,0.1507971,124444,0.000124444,64711572,0.064711572,186666,0.000186666,64773794,0.064773794,23120651,0.023120651,87707779,0.087707779,310500002,0.310500002,375087130,0.37508713,2000000000,2.0,2064587128,2.064587128
25924540,58948625,0.058948625,0.5956912333333333,124444,0.000124444,59073069,0.059073069,6584515,0.006584515,65533140,0.06553314,50000000,0.05,108948625,0.108948625,440506902,0.440506902,499455527,0.499455527,1684810463,1.684810463,1743759088,1.743759088
25924541,60358841,0.060358841,0.4380376833333333,0,0.0,60358841,0.060358841,14737156,0.014737156,75095997,0.075095997,60000000,0.06,120358841,0.120358841,1000000000,1.0,1060358841,1.060358841,2000000000,2.0,2060358841,2.060358841
25924542,59423848,0.059423848,0.5071671666666666,0,0.0,59423848,0.059423848,124444,0.000124444,59548292,0.059548292,40576152,0.040576152,100000000,0.1,305000000,0.305,364423848,0.364423848,1018080705,1.018080705,1077504553,1.077504553
25924543,59530323,0.059530323,0.7085332166666667,124444,0.000124444,59654767,0.059654767,400000,0.0004,59930323,0.059930323,5951718,0.005951718,65482041,0.065482041,165812872,0.165812872,225343195,0.225343195,1000000000,1.0,1059530323,1.059530323
25924544,62633835,0.062633835,0.38116256666666665,186666,0.000186666,62820501,0.062820501,20000000,0.02,82633835,0.082633835,86000000,0.086,148633835,0.148633835,300897150,0.30089715,363530985,0.363530985,1937366165,1.937366165,2000000000,2.0
25924545,60773024,0.060773024,0.31425385,139999,0.000139999,60913023,0.060913023,1000000,0.001,61773024,0.061773024,35038328,0.035038328,95811352,0.095811352,533177729,0.533177729,593950753,0.593950753,1000000000,1.0,1060773024,1.060773024
25924546,57950936,0.057950936,0.4630693833333333,124444,0.000124444,58075380,0.05807538,1000000,0.001,58950936,0.058950936,15951718,0.015951718,73902654,0.073902654,942049064,0.942049064,1000000000,1.0,2000000000,2.0,2057950936,2.057950936
25924547,57415896,0.057415896,0.5214098333333334,124444,0.000124444,57540340,0.05754034,1000000,0.001,58415896,0.058415896,52081287,0.052081287,109497183,0.109497183,600000000,0.6,657415896,0.657415896,1018080705,1.018080705,1075496601,1.075496601
25924548,57723212,0.057723212,0.4255517321181378,93333,9.3333e-05,57816545,0.057816545,514186,0.000514186,58237398,0.058237398,5951718,0.005951718,63674930,0.06367493,119247312,0.119247312,176970524,0.176970524,2000000000,2.0,2057723212,2.057723212
25924549,56648864,0.056648864,0.3797368274166527,93333,9.3333e-05,56742197,0.056742197,394100,0.0003941,57042964,0.057042964,6846669,0.006846669,63495533,0.063495533,83967429,0.083967429,140616293,0.140616293,1943351136,1.943351136,2000000000,2.0
25924550,54945672,0.054945672,0.6147018941898723,112310,0.00011231,55057982,0.055057982,394100,0.0003941,55339772,0.055339772,42018681,0.042018681,96964353,0.096964353,61142866,0.061142866,116088538,0.116088538,1592286368,1.592286368,1647232040,1.64723204
25924551,56521265,0.056521265,0.36380022455376,93333,9.3333e-05,56614598,0.056614598,124444,0.000124444,56645709,0.056645709,47850087,0.047850087,104371352,0.104371352,394890807,0.394890807,451412072,0.451412072,2000000000,2.0,2056521265,2.056521265
25924552,54596720,0.05459672,0.4496674696412126,124444,0.000124444,54721164,0.054721164,1000000,0.001,55596720,0.05559672,35000000,0.035,89596720,0.08959672,252222323,0.252222323,306819043,0.306819043,1857128964,1.857128964,1911725684,1.911725684
25924553,53909723,0.053909723,0.603695170531236,93333,9.3333e-05,54003056,0.054003056,1000000,0.001,54909723,0.054909723,2695486,0.002695486,56605209,0.056605209,71070532,0.071070532,124980255,0.124980255,1000000000,1.0,1053909723,1.053909723
25924554,55307267,0.055307267,0.5317390333333334,124444,0.000124444,55431711,0.055431711,1000000,0.001,56307267,0.056307267,35019164,0.035019164,90326431,0.090326431,154661611,0.154661611,209968878,0.209968878,1032750023,1.032750023,1088057290,1.08805729
25924555,55746116,0.055746116,0.7369831166666667,124444,0.000124444,55870560,0.05587056,1000000,0.001,56746116,0.056746116,1000000,0.001,56746116,0.056746116,49561151,0.049561151,105307267,0.105307267,1000000000,1.0,1055746116,1.055746116
25924556,59048838,0.059048838,0.0860692,4000000,0.004,63048838,0.063048838,42000000,0.042,101048838,0.101048838,99000000,0.099,158048838,0.158048838,1000000000,1.0,1059048838,1.059048838,2010000000,2.01,2069048838,2.069048838
25924557,52938305,0.052938305,0.11442851666666666,1441860,0.00144186,54380165,0.054380165,2695486,0.002695486,55633791,0.055633791,50000000,0.05,102938305,0.102938305,200000000,0.2,252938305,0.252938305,1333061695,1.333061695,1386000000,1.386
25924558,47835430,0.04783543,0.97435805,1,1e-09,47835431,0.047835431,159827,0.000159827,47995257,0.047995257,38500000,0.0385,86335430,0.08633543,200000000,0.2,247835430,0.24783543,1019059909,1.019059909,1066895339,1.066895339
25924559,53508210,0.05350821,0.5110254666666667,0,0.0,53508210,0.05350821,102666,0.000102666,53610876,0.053610876,36221745,0.036221745,89729955,0.089729955,187500000,0.1875,241008210,0.24100821,500000000,0.5,553508210,0.55350821
