client,clientVersion,chainId,mode,trialId,rpc,outDir,normalSubmitted,normalAccepted,normalRejected,normalErrored,normalPendingAfterNormal,normalQueuedAfterNormal,normalPendingAtTxpoolCheck,normalQueuedAtTxpoolCheck,normalMissingAtTxpoolCheck,normalPendingFinal,normalQueuedFinal,normalMissingFromTxpoolFinal,normalReceipts,normalSuccessfulReceipts,normalFailedReceipts,normalGasUsedOnChain,normalCostWei,normalCostEth,normalInclusionRate,normalSuccessfulInclusionRate,evictionRate,attackSubmitted,attackAccepted,attackRejected,attackErrored,attackPendingAtTxpoolCheck,attackQueuedAtTxpoolCheck,attackDroppedAtTxpoolCheck,attackPendingFinal,attackQueuedFinal,attackDroppedFinal,attackReceipts,attackSuccessfulReceipts,attackFailedReceipts,attackSuccessfulReceiptsPerSender,attackSuccessfulSenders,attackGasUsedOnChain,attackCostWei,attackCostEth,attackCostPerSuccessfulSenderWei,attackCostPerEvictedNormalWei,priceUnitWei,setupPrice,normalPrice,attackerPrice,normalGas,attackGas,normalCalldataBytes,attackCalldataPaddingBytes,normalSenders,normalTxsPerSender,attackSenders,attackTxsPerSender,postAttackBlocks,txpoolContentUsed
besu,besu/v26.6.1/linux-x86_64/openjdk-java-25,13371349,attack,trial01,http://127.0.0.1:32859,/home/wh/ETH/pos-exp/go-ethereum-pos/devtools/mpfuzz_style_exp5_pos/scale_runs/besu_attack_trial01_20260831_091147,7040,7040,0,0,7040,0,0,0,7040,0,0,7040,0,0,0,0,0,0,0.000000,0.000000,1.000000,16000,16000,0,0,15657,3,340,15657,3,340,125,125,0,"{""1"":125}",125,13000000,51999999999948000000,51.999999999948,415999999999584000,7386363636356250,571428571428,10,3,7,150000,500000,8192,8192,55,128,125,128,1,False
