client,clientVersion,chainId,mode,trialId,rpc,outDir,normalSubmitted,normalAccepted,normalRejected,normalErrored,normalPendingAfterNormal,normalQueuedAfterNormal,normalPendingAtTxpoolCheck,normalQueuedAtTxpoolCheck,normalMissingAtTxpoolCheck,normalPendingFinal,normalQueuedFinal,normalMissingFromTxpoolFinal,normalReceipts,normalSuccessfulReceipts,normalFailedReceipts,normalGasUsedOnChain,normalCostWei,normalCostEth,normalInclusionRate,normalSuccessfulInclusionRate,evictionRate,attackSubmitted,attackAccepted,attackRejected,attackErrored,attackPendingAtTxpoolCheck,attackQueuedAtTxpoolCheck,attackDroppedAtTxpoolCheck,attackPendingFinal,attackQueuedFinal,attackDroppedFinal,attackReceipts,attackSuccessfulReceipts,attackFailedReceipts,attackSuccessfulReceiptsPerSender,attackSuccessfulSenders,attackGasUsedOnChain,attackCostWei,attackCostEth,attackCostPerSuccessfulSenderWei,attackCostPerEvictedNormalWei,priceUnitWei,setupPrice,normalPrice,attackerPrice,normalGas,attackGas,normalCalldataBytes,attackCalldataPaddingBytes,normalSenders,normalTxsPerSender,attackSenders,attackTxsPerSender,postAttackBlocks,txpoolContentUsed
besu,besu/v26.6.1/linux-x86_64/openjdk-java-25,13371349,baseline,trial01_fullwindow10,http://127.0.0.1:32848,/home/wh/ETH/pos-exp/go-ethereum-pos/devtools/mpfuzz_style_exp5_pos/scale_runs/besu_baseline_trial01_fullwindow10_20260831_001110,7040,7040,0,0,7040,0,7040,0,0,7040,0,0,7040,7040,0,724556800,1242097371427329331200,1242.0973714273293312,1.000000,1.000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,{},0,0,0,0,,,571428571428,10,3,7,150000,500000,8192,0,55,128,0,4,10,False
