client,clientVersion,chainId,mode,trialId,rpc,outDir,normalSubmitted,normalAccepted,normalRejected,normalErrored,normalPendingAfterNormal,normalQueuedAfterNormal,normalPendingAtTxpoolCheck,normalQueuedAtTxpoolCheck,normalMissingAtTxpoolCheck,normalPendingFinal,normalQueuedFinal,normalMissingFromTxpoolFinal,normalReceipts,normalSuccessfulReceipts,normalFailedReceipts,normalGasUsedOnChain,normalCostWei,normalCostEth,normalInclusionRate,normalSuccessfulInclusionRate,evictionRate,attackSubmitted,attackAccepted,attackRejected,attackErrored,attackPendingAtTxpoolCheck,attackQueuedAtTxpoolCheck,attackDroppedAtTxpoolCheck,attackPendingFinal,attackQueuedFinal,attackDroppedFinal,attackReceipts,attackSuccessfulReceipts,attackFailedReceipts,attackSuccessfulReceiptsPerSender,attackSuccessfulSenders,attackGasUsedOnChain,attackCostWei,attackCostEth,attackCostPerSuccessfulSenderWei,attackCostPerEvictedNormalWei,priceUnitWei,setupPrice,normalPrice,attackerPrice,normalGas,attackGas,normalCalldataBytes,attackCalldataPaddingBytes,normalSenders,normalTxsPerSender,attackSenders,attackTxsPerSender,postAttackBlocks,txpoolContentUsed
erigon,erigon/3.5.0/linux-amd64/go1.25.11,13371350,baseline,trial01,http://127.0.0.1:32870,/home/wh/ETH/pos-exp/go-ethereum-pos/devtools/mpfuzz_style_exp5_pos/scale_runs/erigon_baseline_trial01_20260831_100626,7040,7040,0,0,7040,0,7040,0,0,7040,0,0,7040,7040,0,147840000,253439999999746560000,253.43999999974656,1.000000,1.000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,{},0,0,0,0,,,571428571428,10,3,7,21000,500000,0,0,55,128,0,4,3,False
